anio,sector,ocupacion,nivel_educ,sexo,poblacion_ocupada,media_ing_hora,mediana_ing_hora
2023,Transportes y comunicaciones,Comerciantes y vendedores,No especificado,Hombre,118,16.61,16.6113
2023,Transportes y comunicaciones,Comerciantes y vendedores,Sin instrucción,Hombre,21440,28.34,30.0
2023,Transportes y comunicaciones,Comerciantes y vendedores,Sin instrucción,Mujer,423,30.55,30.952379999999998
2023,Transportes y comunicaciones,Comerciantes y vendedores,Superior,Hombre,146682,48.8,38.76
2023,Transportes y comunicaciones,Comerciantes y vendedores,Superior,Mujer,44513,66.29,45.0
2023,Transportes y comunicaciones,Funcionarios y directivos,Básica,Hombre,3546,100.37,43.47826
2023,Transportes y comunicaciones,Funcionarios y directivos,Básica,Mujer,659,72.77,56.00775
2023,Transportes y comunicaciones,Funcionarios y directivos,Media superior,Hombre,28986,55.25,50.0
2023,Transportes y comunicaciones,Funcionarios y directivos,Media superior,Mujer,15302,57.53,46.51
2023,Transportes y comunicaciones,Funcionarios y directivos,No especificado,Hombre,150,30.13,33.413525
2023,Transportes y comunicaciones,Funcionarios y directivos,Sin instrucción,Hombre,139,82.36,82.36434
2023,Transportes y comunicaciones,Funcionarios y directivos,Superior,Hombre,139362,91.36,69.77
2023,Transportes y comunicaciones,Funcionarios y directivos,Superior,Mujer,95456,92.64,69.77
2023,Transportes y comunicaciones,Industria extractiva y construcción,Básica,Hombre,226,41.67,41.66667
2023,Transportes y comunicaciones,Industria extractiva y construcción,Media superior,Hombre,3391,54.44,49.496125
2023,Transportes y comunicaciones,Industria extractiva y construcción,Media superior,Mujer,77,53.29,53.29457
2023,Transportes y comunicaciones,Industria extractiva y construcción,Superior,Hombre,7459,61.56,50.839794999999995
2023,Transportes y comunicaciones,Industria extractiva y construcción,Superior,Mujer,2074,52.38,46.51163
2023,Transportes y comunicaciones,Operadores de maquinaria,Básica,Hombre,222,83.33,83.33333
2023,Transportes y comunicaciones,Operadores de maquinaria,Básica,Mujer,270,30.43,30.43478
2023,Transportes y comunicaciones,Operadores de maquinaria,Media superior,Hombre,443,26.32,26.31579
2023,Transportes y comunicaciones,Operadores de maquinaria,Media superior,Mujer,349,22.22,22.22222
2023,Transportes y comunicaciones,Operadores de maquinaria,Sin instrucción,Hombre,326,133.33,133.33333
2023,Transportes y comunicaciones,Operadores de maquinaria,Superior,Hombre,120,100.0,100.0
2023,Transportes y comunicaciones,Otras ocupaciones,Media superior,Hombre,219,105.05,86.36143
2023,Transportes y comunicaciones,Otras ocupaciones,Superior,Hombre,21,620.16,620.15504
2023,Transportes y comunicaciones,Otras ocupaciones,Superior,Mujer,45,84.57,84.5666
2023,Transportes y comunicaciones,Profesionistas y técnicos,Media superior,Hombre,1707,37.57,44.882445000000004
2023,Transportes y comunicaciones,Profesionistas y técnicos,Media superior,Mujer,109,30.23,30.23256
2023,Transportes y comunicaciones,Profesionistas y técnicos,Sin instrucción,Mujer,1305,55.81,55.81395
2023,Transportes y comunicaciones,Profesionistas y técnicos,Superior,Hombre,3192,177.39,95.155035
2023,Transportes y comunicaciones,Profesionistas y técnicos,Superior,Mujer,621,196.41,244.44444
2023,Transportes y comunicaciones,Servicios personales,Básica,Hombre,371298,45.67,35.71
2023,Transportes y comunicaciones,Servicios personales,Básica,Mujer,2007,83.31,48.687709999999996
2023,Transportes y comunicaciones,Servicios personales,Media superior,Hombre,1033363,50.36,39.87
2023,Transportes y comunicaciones,Servicios personales,Media superior,Mujer,25862,84.36,62.5
2023,Transportes y comunicaciones,Servicios personales,No especificado,Hombre,190,27.84,27.916665000000002
2023,Transportes y comunicaciones,Servicios personales,Sin instrucción,Hombre,127113,44.96,33.33
2023,Transportes y comunicaciones,Servicios personales,Sin instrucción,Mujer,974,48.51,44.08360999999999
2023,Transportes y comunicaciones,Servicios personales,Superior,Hombre,711865,57.87,41.67
2023,Transportes y comunicaciones,Servicios personales,Superior,Mujer,23018,68.27,49.83
2023,Transportes y comunicaciones,Trabajadores de la educación,Básica,Hombre,856,298.43,268.99225
2023,Transportes y comunicaciones,Trabajadores de la educación,Básica,Mujer,1498,204.17,48.172754999999995
2023,Transportes y comunicaciones,Trabajadores de la educación,Media superior,Hombre,5931,189.5,100.0
2023,Transportes y comunicaciones,Trabajadores de la educación,Media superior,Mujer,1420,315.78,131.967515
2023,Transportes y comunicaciones,Trabajadores de la educación,Sin instrucción,Hombre,148,356.86,296.296295
2023,Transportes y comunicaciones,Trabajadores de la educación,Superior,Hombre,34296,143.37,98.19
2023,Transportes y comunicaciones,Trabajadores de la educación,Superior,Mujer,24849,217.86,183.33
2023,Transportes y comunicaciones,Trabajadores del arte,Básica,Hombre,8601,32.19,26.67
2023,Transportes y comunicaciones,Trabajadores del arte,Básica,Mujer,2633,39.77,39.583335000000005
2023,Transportes y comunicaciones,Trabajadores del arte,Media superior,Hombre,65325,51.08,37.5
2023,Transportes y comunicaciones,Trabajadores del arte,Media superior,Mujer,58689,49.76,44.65
2023,Transportes y comunicaciones,Trabajadores del arte,Sin instrucción,Hombre,1920,70.35,32.38115
2023,Transportes y comunicaciones,Trabajadores del arte,Sin instrucción,Mujer,106,33.33,33.33333
2023,Transportes y comunicaciones,Trabajadores del arte,Superior,Hombre,193487,78.29,51.68
2023,Transportes y comunicaciones,Trabajadores del arte,Superior,Mujer,171788,60.55,46.51
2024,Agropecuario,Actividades administrativas,Básica,Hombre,22074,46.35,41.67
2024,Agropecuario,Actividades administrativas,Básica,Mujer,6859,76.45,50.0
2024,Agropecuario,Actividades administrativas,Media superior,Hombre,43156,54.32,47.62
2024,Agropecuario,Actividades administrativas,Media superior,Mujer,8797,39.75,42.5
2024,Agropecuario,Actividades administrativas,Sin instrucción,Hombre,12115,51.79,41.67
2024,Agropecuario,Actividades administrativas,Sin instrucción,Mujer,4992,71.06,43.92857
2024,Agropecuario,Actividades administrativas,Superior,Hombre,19831,47.54,44.44
2024,Agropecuario,Actividades administrativas,Superior,Mujer,10632,45.19,41.66667
2024,Agropecuario,Actividades agrícolas,Básica,Hombre,60079,39.93,33.33
2024,Agropecuario,Actividades agrícolas,Básica,Mujer,18019,34.85,33.33
2024,Agropecuario,Actividades agrícolas,Media superior,Hombre,60869,40.3,37.5
2024,Agropecuario,Actividades agrícolas,Media superior,Mujer,21518,39.86,37.93
2024,Agropecuario,Actividades agrícolas,No especificado,Hombre,587,72.92,72.91667
2024,Agropecuario,Actividades agrícolas,Sin instrucción,Hombre,49820,32.45,26.79
2024,Agropecuario,Actividades agrícolas,Sin instrucción,Mujer,10384,40.37,35.41667
2024,Agropecuario,Actividades agrícolas,Superior,Hombre,28338,44.91,41.67
2024,Agropecuario,Actividades agrícolas,Superior,Mujer,8703,39.58,36.36364
2024,Agropecuario,Comerciantes y vendedores,Básica,Hombre,6115,26.71,30.0
2024,Agropecuario,Comerciantes y vendedores,Básica,Mujer,3504,19.59,25.054054999999998
2024,Agropecuario,Comerciantes y vendedores,Media superior,Hombre,5788,43.16,37.5
2024,Agropecuario,Comerciantes y vendedores,Media superior,Mujer,2378,40.2,33.33333
2024,Agropecuario,Comerciantes y vendedores,Sin instrucción,Hombre,5969,38.94,37.099355
2024,Agropecuario,Comerciantes y vendedores,Sin instrucción,Mujer,3513,68.34,34.583335
2024,Agropecuario,Comerciantes y vendedores,Superior,Hombre,8006,64.85,73.21428499999999
2024,Agropecuario,Comerciantes y vendedores,Superior,Mujer,2396,42.06,50.0
2024,Agropecuario,Funcionarios y directivos,Básica,Hombre,30796,49.83,40.0
2024,Agropecuario,Funcionarios y directivos,Básica,Mujer,6314,43.4,47.470235
2024,Agropecuario,Funcionarios y directivos,Media superior,Hombre,44107,47.22,42.59
2024,Agropecuario,Funcionarios y directivos,Media superior,Mujer,10212,49.62,45.0
2024,Agropecuario,Funcionarios y directivos,Sin instrucción,Hombre,9394,39.69,40.38462
2024,Agropecuario,Funcionarios y directivos,Superior,Hombre,56864,95.7,76.0
2024,Agropecuario,Funcionarios y directivos,Superior,Mujer,26993,78.03,67.83
2024,Agropecuario,Industria extractiva y construcción,Básica,Hombre,169,32.94,36.666665
2024,Agropecuario,Industria extractiva y construcción,Media superior,Hombre,697,40.63,47.5
2024,Agropecuario,Industria extractiva y construcción,Superior,Hombre,1058,68.5,67.82946
2024,Agropecuario,Operadores de maquinaria,Básica,Hombre,4026753,36.04,31.25
2024,Agropecuario,Operadores de maquinaria,Básica,Mujer,510555,40.43,33.33
2024,Agropecuario,Operadores de maquinaria,Media superior,Hombre,3860700,39.36,33.33
2024,Agropecuario,Operadores de maquinaria,Media superior,Mujer,620898,44.86,37.5
2024,Agropecuario,Operadores de maquinaria,No especificado,Hombre,10176,41.11,36.607145
2024,Agropecuario,Operadores de maquinaria,No especificado,Mujer,805,43.61,40.0
2024,Agropecuario,Operadores de maquinaria,Sin instrucción,Hombre,3732146,32.62,27.78
2024,Agropecuario,Operadores de maquinaria,Sin instrucción,Mujer,481335,34.85,29.41
2024,Agropecuario,Operadores de maquinaria,Superior,Hombre,1658878,44.27,33.33
2024,Agropecuario,Operadores de maquinaria,Superior,Mujer,227204,55.3,37.5
2024,Agropecuario,Otras ocupaciones,Media superior,Hombre,118,59.52,59.52381
2024,Agropecuario,Profesionistas y técnicos,Media superior,Mujer,786,30.24,25.266965
2024,Agropecuario,Servicios personales,Básica,Hombre,71442,49.96,42.86
2024,Agropecuario,Servicios personales,Básica,Mujer,1059,34.78,34.78261
2024,Agropecuario,Servicios personales,Media superior,Hombre,105700,54.6,47.62
2024,Agropecuario,Servicios personales,Media superior,Mujer,1812,42.68,41.66667
2024,Agropecuario,Servicios personales,No especificado,Hombre,951,58.98,58.862435
2024,Agropecuario,Servicios personales,Sin instrucción,Hombre,57503,65.7,43.48
2024,Agropecuario,Servicios personales,Sin instrucción,Mujer,43,16.67,16.66667
2024,Agropecuario,Servicios personales,Superior,Hombre,49109,49.45,44.44
2024,Agropecuario,Servicios personales,Superior,Mujer,712,45.02,50.0
2024,Agropecuario,Trabajadores de la educación,Básica,Hombre,2500,172.07,73.03779
2024,Agropecuario,Trabajadores de la educación,Básica,Mujer,773,52.81,54.320319999999995
2024,Agropecuario,Trabajadores de la educación,Media superior,Hombre,3322,120.16,43.60465
2024,Agropecuario,Trabajadores de la educación,Media superior,Mujer,704,59.51,48.44961
2024,Agropecuario,Trabajadores de la educación,Sin instrucción,Hombre,766,49.97,34.88372
2024,Agropecuario,Trabajadores de la educación,Superior,Hombre,11197,145.96,101.74
2024,Agropecuario,Trabajadores de la educación,Superior,Mujer,7305,129.64,106.31229
2024,Agropecuario,Trabajadores del arte,Básica,Hombre,7327,40.5,37.5
2024,Agropecuario,Trabajadores del arte,Básica,Mujer,256,22.15,22.14839
2024,Agropecuario,Trabajadores del arte,Media superior,Hombre,4691,72.77,63.70614
2024,Agropecuario,Trabajadores del arte,Media superior,Mujer,11523,55.09,48.44961
2024,Agropecuario,Trabajadores del arte,Sin instrucción,Hombre,435,87.87,30.0
2024,Agropecuario,Trabajadores del arte,Superior,Hombre,20751,57.91,50.0
2024,Agropecuario,Trabajadores del arte,Superior,Mujer,22312,70.78,60.42
2024,Comercio,Actividades administrativas,Básica,Hombre,161949,47.66,39.47
2024,Comercio,Actividades administrativas,Básica,Mujer,71581,46.53,33.33
2024,Comercio,Actividades administrativas,Media superior,Hombre,475357,50.7,41.67
2024,Comercio,Actividades administrativas,Media superior,Mujer,156339,43.35,37.5
2024,Comercio,Actividades administrativas,No especificado,Hombre,164,42.86,42.85714
2024,Comercio,Actividades administrativas,No especificado,Mujer,105,35.29,35.29412
2024,Comercio,Actividades administrativas,Sin instrucción,Hombre,65002,43.27,40.0
2024,Comercio,Actividades administrativas,Sin instrucción,Mujer,44850,42.24,33.33
2024,Comercio,Actividades administrativas,Superior,Hombre,373481,55.31,46.3
2024,Comercio,Actividades administrativas,Superior,Mujer,100990,41.75,37.04
2024,Comercio,Actividades agrícolas,Básica,Hombre,201875,39.58,37.5
2024,Comercio,Actividades agrícolas,Básica,Mujer,102278,52.04,41.67
2024,Comercio,Actividades agrícolas,Media superior,Hombre,375935,41.04,37.5
2024,Comercio,Actividades agrícolas,Media superior,Mujer,176343,48.72,37.5
2024,Comercio,Actividades agrícolas,No especificado,Hombre,882,42.25,39.583335000000005
2024,Comercio,Actividades agrícolas,No especificado,Mujer,228,25.0,25.0
2024,Comercio,Actividades agrícolas,Sin instrucción,Hombre,94213,38.6,34.72
2024,Comercio,Actividades agrícolas,Sin instrucción,Mujer,35693,42.41,37.21
2024,Comercio,Actividades agrícolas,Superior,Hombre,238025,41.58,37.04
2024,Comercio,Actividades agrícolas,Superior,Mujer,77468,44.84,38.54
2024,Comercio,Comerciantes y vendedores,Básica,Hombre,1215018,44.68,33.33
2024,Comercio,Comerciantes y vendedores,Básica,Mujer,2018266,40.86,27.91
2024,Comercio,Comerciantes y vendedores,Media superior,Hombre,2722359,49.71,37.5
2024,Comercio,Comerciantes y vendedores,Media superior,Mujer,4578718,46.81,32.5
2024,Comercio,Comerciantes y vendedores,No especificado,Hombre,2909,24.34,25.0
2024,Comercio,Comerciantes y vendedores,No especificado,Mujer,9016,57.71,37.03704
2024,Comercio,Comerciantes y vendedores,Sin instrucción,Hombre,566713,39.75,29.69
2024,Comercio,Comerciantes y vendedores,Sin instrucción,Mujer,1028051,33.48,23.81
2024,Comercio,Comerciantes y vendedores,Superior,Hombre,3438378,59.19,41.67
2024,Comercio,Comerciantes y vendedores,Superior,Mujer,4619791,52.38,35.71
2024,Comercio,Funcionarios y directivos,Básica,Hombre,11362,65.73,46.51
2024,Comercio,Funcionarios y directivos,Básica,Mujer,4923,65.33,48.59005
2024,Comercio,Funcionarios y directivos,Media superior,Hombre,63722,62.66,49.9
2024,Comercio,Funcionarios y directivos,Media superior,Mujer,45047,55.54,43.93
2024,Comercio,Funcionarios y directivos,No especificado,Hombre,50,569.77,569.76744
2024,Comercio,Funcionarios y directivos,Sin instrucción,Hombre,2973,73.91,42.261905
2024,Comercio,Funcionarios y directivos,Sin instrucción,Mujer,415,31.63,31.25
2024,Comercio,Funcionarios y directivos,Superior,Hombre,330052,95.12,67.18
2024,Comercio,Funcionarios y directivos,Superior,Mujer,357649,90.06,62.5
2024,Comercio,Industria extractiva y construcción,Básica,Hombre,809,57.2,50.0
2024,Comercio,Industria extractiva y construcción,Media superior,Hombre,1976,55.26,52.08333
2024,Comercio,Industria extractiva y construcción,Media superior,Mujer,656,45.66,45.705425
2024,Comercio,Industria extractiva y construcción,Sin instrucción,Hombre,124,27.08,27.08333
2024,Comercio,Industria extractiva y construcción,Superior,Hombre,4317,54.94,47.61905
2024,Comercio,Industria extractiva y construcción,Superior,Mujer,2572,59.33,70.0
2024,Comercio,Operadores de maquinaria,Básica,Hombre,23357,45.18,40.0
2024,Comercio,Operadores de maquinaria,Básica,Mujer,6861,38.45,36.36364
2024,Comercio,Operadores de maquinaria,Media superior,Hombre,23625,69.38,45.45
2024,Comercio,Operadores de maquinaria,Media superior,Mujer,10241,36.51,37.5
2024,Comercio,Operadores de maquinaria,Sin instrucción,Hombre,14223,58.76,41.67
2024,Comercio,Operadores de maquinaria,Sin instrucción,Mujer,2995,58.64,38.541664999999995
2024,Comercio,Operadores de maquinaria,Superior,Hombre,14634,73.54,42.5
2024,Comercio,Operadores de maquinaria,Superior,Mujer,4925,53.29,40.0
2024,Comercio,Otras ocupaciones,Media superior,Hombre,571,42.34,46.66667
2024,Comercio,Otras ocupaciones,Media superior,Mujer,1246,50.71,37.5
2024,Comercio,Otras ocupaciones,Sin instrucción,Mujer,129,83.33,83.33333
2024,Comercio,Otras ocupaciones,Superior,Hombre,534,55.09,35.71429
2024,Comercio,Otras ocupaciones,Superior,Mujer,271,49.69,48.83721
2024,Comercio,Profesionistas y técnicos,Media superior,Hombre,998,70.27,71.08527000000001
2024,Comercio,Profesionistas y técnicos,Media superior,Mujer,429,95.22,95.833335
2024,Comercio,Profesionistas y técnicos,Superior,Hombre,6631,66.58,69.76744
2024,Comercio,Profesionistas y técnicos,Superior,Mujer,2473,85.09,76.25969
2024,Comercio,Servicios personales,Básica,Hombre,172246,53.12,44.0
2024,Comercio,Servicios personales,Básica,Mujer,527,47.41,49.0566
2024,Comercio,Servicios personales,Media superior,Hombre,518249,49.22,43.75
2024,Comercio,Servicios personales,Media superior,Mujer,4245,53.24,43.06632
2024,Comercio,Servicios personales,No especificado,Hombre,1248,41.36,41.07143
2024,Comercio,Servicios personales,Sin instrucción,Hombre,60564,42.15,37.25
2024,Comercio,Servicios personales,Sin instrucción,Mujer,1374,26.79,55.55556
2024,Comercio,Servicios personales,Superior,Hombre,330867,51.92,45.0
2024,Comercio,Servicios personales,Superior,Mujer,5897,52.97,51.086955
2024,Comercio,Trabajadores de la educación,Básica,Hombre,4703,82.69,65.629995
2024,Comercio,Trabajadores de la educación,Básica,Mujer,1587,49.75,50.0
2024,Comercio,Trabajadores de la educación,Media superior,Hombre,22791,85.42,62.5
2024,Comercio,Trabajadores de la educación,Media superior,Mujer,24350,65.53,55.56
2024,Comercio,Trabajadores de la educación,Sin instrucción,Hombre,1312,53.2,33.33333
2024,Comercio,Trabajadores de la educación,Sin instrucción,Mujer,100,84.77,76.923075
2024,Comercio,Trabajadores de la educación,Superior,Hombre,231857,153.83,93.02
2024,Comercio,Trabajadores de la educación,Superior,Mujer,159282,112.41,75.93
2024,Comercio,Trabajadores del arte,Básica,Hombre,41441,46.03,44.44
2024,Comercio,Trabajadores del arte,Básica,Mujer,50532,41.28,37.5
2024,Comercio,Trabajadores del arte,Media superior,Hombre,321113,47.42,41.67
2024,Comercio,Trabajadores del arte,Media superior,Mujer,515682,44.15,40.11
2024,Comercio,Trabajadores del arte,No especificado,Mujer,1243,46.6,43.60465
2024,Comercio,Trabajadores del arte,Sin instrucción,Hombre,12258,44.34,37.04
2024,Comercio,Trabajadores del arte,Sin instrucción,Mujer,4351,30.04,35.56548
2024,Comercio,Trabajadores del arte,Superior,Hombre,686712,53.73,45.22
2024,Comercio,Trabajadores del arte,Superior,Mujer,966239,53.31,41.86
2024,Construcción,Actividades administrativas,Básica,Hombre,3678379,53.19,45.45
2024,Construcción,Actividades administrativas,Básica,Mujer,22491,53.61,50.0
2024,Construcción,Actividades administrativas,Media superior,Hombre,4963744,55.87,46.67
2024,Construcción,Actividades administrativas,Media superior,Mujer,44012,51.82,41.67
2024,Construcción,Actividades administrativas,No especificado,Hombre,11229,60.86,55.56
2024,Construcción,Actividades administrativas,No especificado,Mujer,272,46.01,45.26515
2024,Construcción,Actividades administrativas,Sin instrucción,Hombre,1740492,54.32,45.83
2024,Construcción,Actividades administrativas,Sin instrucción,Mujer,9870,46.4,45.45
2024,Construcción,Actividades administrativas,Superior,Hombre,2005483,64.67,51.68
2024,Construcción,Actividades administrativas,Superior,Mujer,45337,94.66,66.67
2024,Construcción,Actividades agrícolas,Básica,Hombre,25108,38.12,33.96
2024,Construcción,Actividades agrícolas,Básica,Mujer,20080,45.31,42.5
2024,Construcción,Actividades agrícolas,Media superior,Hombre,34046,40.24,36.67
2024,Construcción,Actividades agrícolas,Media superior,Mujer,30064,49.5,45.1
2024,Construcción,Actividades agrícolas,No especificado,Hombre,452,52.43,49.62121
2024,Construcción,Actividades agrícolas,No especificado,Mujer,175,70.0,70.0
2024,Construcción,Actividades agrícolas,Sin instrucción,Hombre,9923,32.11,27.38
2024,Construcción,Actividades agrícolas,Sin instrucción,Mujer,4775,51.66,40.0
2024,Construcción,Actividades agrícolas,Superior,Hombre,20907,49.16,44.44
2024,Construcción,Actividades agrícolas,Superior,Mujer,14633,76.3,54.35
2024,Construcción,Comerciantes y vendedores,Básica,Hombre,709,72.59,63.63636
2024,Construcción,Comerciantes y vendedores,Media superior,Hombre,6331,64.48,53.819445
2024,Construcción,Comerciantes y vendedores,Media superior,Mujer,3307,91.44,58.13953
2024,Construcción,Comerciantes y vendedores,Sin instrucción,Hombre,121,250.0,250.0
2024,Construcción,Comerciantes y vendedores,Superior,Hombre,6606,104.52,96.9
2024,Construcción,Comerciantes y vendedores,Superior,Mujer,4000,101.23,83.33
2024,Construcción,Funcionarios y directivos,Básica,Hombre,13593,80.07,62.98
2024,Construcción,Funcionarios y directivos,Básica,Mujer,120,41.67,41.66667
2024,Construcción,Funcionarios y directivos,Media superior,Hombre,87316,96.05,62.5
2024,Construcción,Funcionarios y directivos,Media superior,Mujer,7393,75.4,61.48256
2024,Construcción,Funcionarios y directivos,No especificado,Hombre,201,72.47,72.634045
2024,Construcción,Funcionarios y directivos,No especificado,Mujer,52,50.0,50.0
2024,Construcción,Funcionarios y directivos,Sin instrucción,Hombre,3128,44.46,43.75
2024,Construcción,Funcionarios y directivos,Sin instrucción,Mujer,1517,50.0,50.0
2024,Construcción,Funcionarios y directivos,Superior,Hombre,382483,109.17,86.13
2024,Construcción,Funcionarios y directivos,Superior,Mujer,134330,96.05,77.52
2024,Construcción,Industria extractiva y construcción,Media superior,Hombre,991,50.06,40.0
2024,Construcción,Industria extractiva y construcción,Media superior,Mujer,576,74.21,92.0
2024,Construcción,Industria extractiva y construcción,Superior,Hombre,4706,83.17,82.68734
2024,Construcción,Industria extractiva y construcción,Superior,Mujer,823,98.51,108.52713
2024,Construcción,Operadores de maquinaria,Básica,Hombre,338,88.56,70.0
2024,Construcción,Operadores de maquinaria,Media superior,Hombre,1688,34.46,34.02778
2024,Construcción,Operadores de maquinaria,Media superior,Mujer,324,36.36,36.36364
2024,Construcción,Operadores de maquinaria,Sin instrucción,Hombre,585,52.93,55.55556
2024,Construcción,Operadores de maquinaria,Sin instrucción,Mujer,107,62.22,62.22222
2024,Construcción,Operadores de maquinaria,Superior,Hombre,2019,42.91,51.041664999999995
2024,Construcción,Otras ocupaciones,Superior,Hombre,1534,80.47,81.17219
2024,Construcción,Otras ocupaciones,Superior,Mujer,50,35.71,35.71429
2024,Construcción,Profesionistas y técnicos,Básica,Hombre,529,116.28,116.27907
2024,Construcción,Profesionistas y técnicos,Media superior,Hombre,241,125.0,125.0
2024,Construcción,Profesionistas y técnicos,Media superior,Mujer,410,28.51,31.10465
2024,Construcción,Profesionistas y técnicos,Sin instrucción,Hombre,191,95.74,95.74468
2024,Construcción,Profesionistas y técnicos,Superior,Hombre,1018,72.33,101.23307
2024,Construcción,Profesionistas y técnicos,Superior,Mujer,825,104.33,100.0
2024,Construcción,Servicios personales,Básica,Hombre,42153,74.3,62.22
2024,Construcción,Servicios personales,Media superior,Hombre,129671,75.07,63.83
2024,Construcción,Servicios personales,Media superior,Mujer,1835,40.03,30.30303
2024,Construcción,Servicios personales,No especificado,Hombre,178,111.11,111.11111
2024,Construcción,Servicios personales,Sin instrucción,Hombre,24417,77.79,62.5
2024,Construcción,Servicios personales,Sin instrucción,Mujer,378,44.44,44.44444
2024,Construcción,Servicios personales,Superior,Hombre,64264,78.28,63.64
2024,Construcción,Servicios personales,Superior,Mujer,2245,64.19,62.5
2024,Construcción,Trabajadores de la educación,Básica,Hombre,274,109.01,109.01163
2024,Construcción,Trabajadores de la educación,Media superior,Hombre,3993,192.91,134.920635
2024,Construcción,Trabajadores de la educación,Media superior,Mujer,689,57.45,52.32558
2024,Construcción,Trabajadores de la educación,Superior,Hombre,55047,218.66,166.11
2024,Construcción,Trabajadores de la educación,Superior,Mujer,20503,138.1,90.91
2024,Construcción,Trabajadores del arte,Básica,Hombre,4976,54.78,50.0
2024,Construcción,Trabajadores del arte,Básica,Mujer,2143,44.04,43.333335000000005
2024,Construcción,Trabajadores del arte,Media superior,Hombre,21897,52.55,48.45
2024,Construcción,Trabajadores del arte,Media superior,Mujer,21204,54.19,45.45
2024,Construcción,Trabajadores del arte,No especificado,Mujer,42,100.0,100.0
2024,Construcción,Trabajadores del arte,Sin instrucción,Hombre,115,36.0,36.0
2024,Construcción,Trabajadores del arte,Superior,Hombre,63278,81.5,55.56
2024,Construcción,Trabajadores del arte,Superior,Mujer,76596,68.7,55.56
2024,Gobierno,Actividades administrativas,Básica,Hombre,37914,44.39,38.76
2024,Gobierno,Actividades administrativas,Básica,Mujer,4545,42.9,34.88372
2024,Gobierno,Actividades administrativas,Media superior,Hombre,80420,51.99,47.62
2024,Gobierno,Actividades administrativas,Media superior,Mujer,9207,40.13,36.46
2024,Gobierno,Actividades administrativas,No especificado,Hombre,1099,46.5,46.51163
2024,Gobierno,Actividades administrativas,Sin instrucción,Hombre,18369,33.85,37.21
2024,Gobierno,Actividades administrativas,Sin instrucción,Mujer,4041,35.71,38.75969
2024,Gobierno,Actividades administrativas,Superior,Hombre,93820,64.36,58.14
2024,Gobierno,Actividades administrativas,Superior,Mujer,19195,57.7,55.81
2024,Gobierno,Actividades agrícolas,Básica,Hombre,57966,44.77,37.0
2024,Gobierno,Actividades agrícolas,Básica,Mujer,24027,41.72,32.56
2024,Gobierno,Actividades agrícolas,Media superior,Hombre,81499,52.4,47.8
2024,Gobierno,Actividades agrícolas,Media superior,Mujer,51804,45.54,41.34
2024,Gobierno,Actividades agrícolas,No especificado,Hombre,1010,30.33,37.306200000000004
2024,Gobierno,Actividades agrícolas,Sin instrucción,Hombre,46685,37.09,32.95
2024,Gobierno,Actividades agrícolas,Sin instrucción,Mujer,14091,42.21,34.88
2024,Gobierno,Actividades agrícolas,Superior,Hombre,67097,56.02,46.51
2024,Gobierno,Actividades agrícolas,Superior,Mujer,36204,50.29,46.51
2024,Gobierno,Comerciantes y vendedores,Básica,Hombre,472,76.36,72.67442
2024,Gobierno,Comerciantes y vendedores,Básica,Mujer,448,145.5,59.246955
2024,Gobierno,Comerciantes y vendedores,Media superior,Hombre,2141,55.25,55.23256
2024,Gobierno,Comerciantes y vendedores,Media superior,Mujer,1725,37.69,60.077515000000005
2024,Gobierno,Comerciantes y vendedores,Sin instrucción,Hombre,36,75.0,75.0
2024,Gobierno,Comerciantes y vendedores,Superior,Hombre,8103,88.81,83.06
2024,Gobierno,Comerciantes y vendedores,Superior,Mujer,6243,46.42,53.15615
2024,Gobierno,Funcionarios y directivos,Básica,Hombre,6376,56.81,58.14
2024,Gobierno,Funcionarios y directivos,Básica,Mujer,3988,68.09,40.697675
2024,Gobierno,Funcionarios y directivos,Media superior,Hombre,63645,63.08,58.14
2024,Gobierno,Funcionarios y directivos,Media superior,Mujer,56947,77.04,59.8
2024,Gobierno,Funcionarios y directivos,Sin instrucción,Hombre,2941,32.73,38.75969
2024,Gobierno,Funcionarios y directivos,Sin instrucción,Mujer,495,33.52,37.2093
2024,Gobierno,Funcionarios y directivos,Superior,Hombre,605356,95.37,82.69
2024,Gobierno,Funcionarios y directivos,Superior,Mujer,592284,90.19,79.73
2024,Gobierno,Industria extractiva y construcción,Básica,Hombre,16408,39.49,34.88
2024,Gobierno,Industria extractiva y construcción,Básica,Mujer,698,35.77,33.082765
2024,Gobierno,Industria extractiva y construcción,Media superior,Hombre,174269,46.19,40.7
2024,Gobierno,Industria extractiva y construcción,Media superior,Mujer,36378,42.72,38.76
2024,Gobierno,Industria extractiva y construcción,No especificado,Hombre,161,58.14,58.13953
2024,Gobierno,Industria extractiva y construcción,Sin instrucción,Hombre,10558,36.9,32.39203
2024,Gobierno,Industria extractiva y construcción,Superior,Hombre,511038,54.35,47.8
2024,Gobierno,Industria extractiva y construcción,Superior,Mujer,123582,63.56,54.26
2024,Gobierno,Operadores de maquinaria,Básica,Hombre,5683,40.93,37.846599999999995
2024,Gobierno,Operadores de maquinaria,Básica,Mujer,1408,56.79,72.965115
2024,Gobierno,Operadores de maquinaria,Media superior,Hombre,5367,56.28,41.66667
2024,Gobierno,Operadores de maquinaria,Media superior,Mujer,2259,70.35,44.089150000000004
2024,Gobierno,Operadores de maquinaria,Sin instrucción,Hombre,1963,141.86,58.13953
